topic_str,post,label,seen?,new_id,ori_topic,pred_label
energy obama obamacare,And they provide us energy and they provide us innovation and they start companies like Intel and Google.,2,0,513,energy obama obamacare,2
education students school,And we want to encourage that.,2,0,514,education students school,1
president obama legislation,"Now, we've got to make sure that we do it in a smart way and a comprehensive way, and we make the legal system better.",2,0,515,president obama legislation,1
immigration reform bipartisan,"But when we make this into a divisive political issue, and when we don't have bipartisan support I can deliver, Governor, a whole bunch of Democrats to get comprehensive immigration reform done, and we can't|",2,0,516,immigration reform bipartisan,1
congress bipartisan congressional,we can't we have not seen Republicans serious about this issue at all.,2,0,517,congress bipartisan congressional,0
congress bipartisan congressional,And it's time for them to get serious on it.,2,0,518,congress bipartisan congressional,1
congress bipartisan congressional,This used to be a bipartisan issue.,2,0,519,congress bipartisan congressional,1
sen pass agree,OK.,2,0,520,sen pass agree,1
sen pass agree,"Hi, Kerry.",2,0,521,sen pass agree,1
sen pass agree,I'm sorry.,2,0,522,sen pass agree,2
sen pass agree,What's your name?,2,0,523,sen pass agree,1
congrats congratulations honored,Great to see you.,2,0,524,congrats congratulations honored,1
sen pass agree,Ah.,2,0,525,sen pass agree,1
syria obama war,"Well, let me first of all talk about our diplomats, because they serve all around the world and do an incredible job in a very dangerous situation.",2,0,526,syria obama war,2
president obama legislation,"And these aren't just representatives of the United States, they are my representatives.",2,0,527,president obama legislation,0
education students school,"I send them there, oftentimes into harm's way.",2,0,528,education students school,0
prayers obamacare insurance,I know these folks and I know their families.,2,0,529,prayers obamacare insurance,2
obamacare congressional congress,So nobody is more concerned about their safety and security than I am.,2,0,530,obamacare congressional congress,1
obama obamacare administration,"So as soon as we found out that the Benghazi consulate was being overrun, I was on the phone with my national security team and I gave them three instructions.",2,0,531,obama obamacare administration,2
obama obamacare administration,"Number one, beef up our security and procedures, not just in Libya, but at every embassy and consulate in the region.",2,0,532,obama obamacare administration,2
obama obamacare administration,"Number two, investigate exactly what happened, regardless of where the facts lead us, to make sure folks are held accountable and it doesn't happen again.",2,0,533,obama obamacare administration,1
obama obamacare administration,"And number three, we are going to find out who did this and we're going to hunt them down, because one of the things that I've said throughout my presidency is when folks mess with Americans, we go after them.",2,0,534,obama obamacare administration,0
obama president congressman,Now Governor Romney had a very different response.,2,0,535,obama president congressman,0
obama obamacare administration,"While we were still dealing with our diplomats being threatened, Governor Romney put out a press release, trying to make political points, and that's not how a commander in chief operates.",2,0,536,obama obamacare administration,2
president obama legislation,You don't turn national security into a political issue.,2,0,537,president obama legislation,0
president obama legislation,Certainly not right when it's happening.,2,0,538,president obama legislation,0
president obama legislation,And people not everybody agrees with some of the decisions I've made.,2,0,539,president obama legislation,2
obamacare congressional congress,"But when it comes to our national security, I mean what I say.",2,0,540,obamacare congressional congress,1
syria war obama,"I said I'd end the war in Libya in in Iraq, and I did.",2,0,541,syria war obama,0
syria war obama,"I said that we'd go after al Qaeda and bin Laden, we have.",2,0,542,syria war obama,0
syria war obama,"I said we'd transition out of Afghanistan, and start making sure that Afghans are responsible for their own security, that's what I'm doing.",2,0,543,syria war obama,0
obama obamacare administration,"And when it comes to this issue, when I say that we are going to find out exactly what happened, everybody will be held accountable.",2,0,544,obama obamacare administration,1
veterans honored military,"And I am ultimately responsible for what's taking place there because these are my folks, and I'm the one who has to greet those coffins when they come home.",2,0,545,veterans honored military,1
sen pass agree,You know that I mean what I say.,2,0,546,sen pass agree,1
obama obamacare administration,Secretary Clinton has done an extraordinary job.,2,0,547,obama obamacare administration,1
sen pass agree,But she works for me.,2,0,548,sen pass agree,1
president obama legislation,"I'm the president and I'm always responsible, and that's why nobody's more interested in finding out exactly what happened than I do.",2,0,549,president obama legislation,0
obama obamacare administration,"The day after the attack, governor, I stood in the Rose Garden and I told the American people in the world that we are going to find out exactly what happened.",2,0,550,obama obamacare administration,1
obama obamacare administration,That this was an act of terror and I also said that we're going to hunt down those who committed this crime.,2,0,551,obama obamacare administration,0
veterans honored military,"And then a few days later, I was there greeting the caskets coming into Andrews Air Force Base and grieving with the families.",2,0,552,veterans honored military,1
obama president congressman,"And the suggestion that anybody in my team, whether the Secretary of State, our U.",2,0,553,obama president congressman,1
sen pass agree,N.,2,0,554,sen pass agree,1
obama president congressman,"Ambassador, anybody on my team would play politics or mislead when we've lost four of our own, governor, is offensive.",2,0,555,obama president congressman,0
sen pass agree,That's not what we do.,2,0,556,sen pass agree,0
president obama legislation,"That's not what I do as president, that's not what I do as Commander in Chief.",2,0,557,president obama legislation,0
sen pass agree,That's what I said.,2,0,558,sen pass agree,1
obama president congressman,Please proceed governor.,2,0,559,obama president congressman,1
sen pass agree,Get the transcript.,2,0,560,sen pass agree,2
congrats congratulations honored,"Can you say that a little louder, Candy?",2,0,561,congrats congratulations honored,1
sen pass agree,Candy?,2,0,562,sen pass agree,1
sen pass agree,"Candy, I'm|",2,0,563,sen pass agree,1
congrats congratulations honored,I'm happy to have a longer conversation|,2,0,564,congrats congratulations honored,1
syria war obama,about foreign policy.,2,0,565,syria war obama,0
sen pass agree,OK.,2,0,566,sen pass agree,1
congrats congratulations honored,"I'm happy to do that, too.",2,0,567,congrats congratulations honored,1
sen pass agree,I just want to make sure that|,2,0,568,sen pass agree,1
congrats congratulations honored,all of these wonderful folks are going to have a chance to get some of their questions answered.,2,0,569,congrats congratulations honored,1
obamacare legislation bipartisan,"We're a nation that believes in the Second Amendment, and I believe in the Second Amendment.",2,0,570,obamacare legislation bipartisan,1
obamacare legislation bipartisan,We've got a long tradition of hunting and sportsmen and people who want to make sure they can protect themselves.,2,0,571,obamacare legislation bipartisan,1
president obama legislation,"But there have been too many instances during the course of my presidency, where I've had to comfort families who have lost somebody.",2,0,572,president obama legislation,0
meeting meet county,Most recently out in Aurora.,2,0,573,meeting meet county,1
obama obamacare administration,"You know, just a couple of weeks ago, actually, probably about a month, I saw a mother, who I had met at the bedside of her son, who had been shot in that theater.",2,0,574,obama obamacare administration,1
obama obamacare administration,And her son had been shot through the head.,2,0,575,obama obamacare administration,0
meeting meet met,"And we spent some time, and we said a prayer and, remarkably, about two months later, this young man and his mom showed up, and he looked unbelievable, good as new.",2,0,576,meeting meet met,1
workers obamacare jobs,But there were a lot of families who didn't have that good fortune and whose sons or daughters or husbands didn't survive.,2,0,577,workers obamacare jobs,2
obamacare legislation bipartisan,"So my belief is that,, we have to enforce the laws we've already got, make sure that we're keeping guns out of the hands of criminals, those who are mentally ill.",2,0,578,obamacare legislation bipartisan,1
obamacare congressional congress,"We've done a much better job in terms of background checks, but we've got more to do when it comes to enforcement.",2,0,579,obamacare congressional congress,1
syria war obama,But I also share your belief that weapons that were designed for soldiers in war theaters don't belong on our streets.,2,0,580,syria war obama,0
syria war obama,And so what I'm trying to do is to get a broader conversation about how do we reduce the violence generally.,2,0,581,syria war obama,2
obamacare legislation bipartisan,Part of it is seeing if we can get an assault weapons ban reintroduced.,2,0,582,obamacare legislation bipartisan,1
obama obamacare administration,But part of it is also looking at other sources of the violence.,2,0,583,obama obamacare administration,0
obamacare legislation bipartisan,"Because frankly, in my home town of Chicago, there's an awful lot of violence and they're not using AK forty sevens.",2,0,584,obamacare legislation bipartisan,1
syria obama war,They're using cheap hand guns.,2,0,585,syria obama war,0
education students school,"And so what can we do to intervene, to make sure that young people have opportunity; that our schools are working; that if there's violence on the streets, that working with faith groups and law enforcement, we can catch it before it gets out of control.",2,0,586,education students school,0
syria war obama,And so what I want is a is a comprehensive strategy.,2,0,587,syria war obama,1
obamacare legislation bipartisan,Part of it is seeing if we can get automatic weapons that kill folks in amazing numbers out of the hands of criminals and the mentally ill.,2,0,588,obamacare legislation bipartisan,1
syria war obama,But part of it is also going deeper and seeing if we can get into these communities and making sure we catch violent impulses before they occur.,2,0,589,syria war obama,0
education students school,"because I do believe that if our young people have opportunity, then they're less likely to engage in these kind of violent acts.",2,0,590,education students school,0
syria war obama,"We're not going to eliminate everybody who is mentally disturbed, and we've got to make sure they don't get weapons.",2,0,591,syria war obama,0
education students school,"But we can make a difference in terms ensuring that every young person in America, regardless of where they come from, what they look like, have a chance to succeed.",2,0,592,education students school,1
education students school,"And, Candy, we haven't had a chance to talk about education much, but I think it is very important to understand that the reforms we've put in place, working with forty six governors around the country, are seeing schools that are some of the ones that are the toughest for kids starting to succeed.",2,0,593,education students school,1
education students school,We're starting to see gains in math and science.,2,0,594,education students school,1
education students school,"When it comes to community colleges, we are setting up programs, including with Nassau Community College, to retrain workers, including young people who may have dropped out of school but now are getting another chance, training them for the jobs that exist right now.",2,0,595,education students school,1
jobs economy job,"And in fact, employers are looking for skilled workers.",2,0,596,jobs economy job,1
syria obama war,And so we're matching them up.,2,0,597,syria obama war,0
education students school,Giving them access to higher education.,2,0,598,education students school,1
education students school,"As I said, we have made sure that millions of young people are able to get an education that they weren't able to get before.",2,0,599,education students school,1
sen pass agree,Now|,2,0,600,sen pass agree,1
sen pass agree,But but it'll it'll it'll be|,2,0,601,sen pass agree,1
sen pass agree,just one second.,2,0,602,sen pass agree,1
vote voted republicans,Because because this is important.,2,0,603,vote voted republicans,1
vote voted republicans,This is part of the choice in this election.,2,0,604,vote voted republicans,1
jobs economy job,"When Governor Romney was asked whether teachers, hiring more teachers was important to growing our economy, Governor Romney said that doesn't grow our economy.",2,0,605,jobs economy job,0
obama president congressman,When when he was asked would class size|,2,0,606,obama president congressman,1
sen pass agree,I understand.,2,0,607,sen pass agree,1
jobs economy job,But this will make a difference in terms of whether or not we can move this economy forward for these young people|,2,0,608,jobs economy job,1
syria obama war,and reduce our violence.,2,0,609,syria obama war,0
sen pass agree,OK.,2,0,610,sen pass agree,1
jobs economy job,We need to create jobs here.,2,0,611,jobs economy job,1
obama president congressman,And both Governor Romney and I agree actually that we should lower our corporate tax rate.,2,0,612,obama president congressman,1
sen pass agree,It's too high.,2,0,613,sen pass agree,0
president obama legislation,But there's a difference in terms of how we would do it.,2,0,614,president obama legislation,0
irs obamacare tax,"I want to close loopholes that allow companies to deduct expenses when they move to China; that allow them to profit offshore and not have to get taxed, so they have tax advantages offshore.",2,0,615,irs obamacare tax,2
president obama legislation,All those changes in our tax code would make a difference.,2,0,616,president obama legislation,1
obama president congressman,"Now, Governor Romney actually wants to expand those tax breaks.",2,0,617,obama president congressman,2
businesses business economic,"One of his big ideas when it comes to corporate tax reform would be to say, if you invest overseas, you make profits overseas, you don't have to pay U.",2,0,618,businesses business economic,1
sen pass agree,S.,2,0,619,sen pass agree,1
sen pass agree,taxes.,2,0,620,sen pass agree,1
businesses business economic,"But, of course, if you're a small business or a mom and pop business or a big business starting up here, you've got to pay even the reduced rate that Governor Romney's talking about.",2,0,621,businesses business economic,1
jobs economy job,And it's estimated that that will create eight hundred thousand new jobs.,2,0,622,jobs economy job,1
jobs economy job,The problem is they'll be in china.,2,0,623,jobs economy job,0
sen pass agree,Or India.,2,0,624,sen pass agree,1
sen pass agree,Or Germany.,2,0,625,sen pass agree,1
jobs economy job,That's not the way we're going to create jobs here.,2,0,626,jobs economy job,0
jobs economy job,"The way we're going to create jobs here is not just to change our tax code, but also to double our exports.",2,0,627,jobs economy job,1
spending bipartisan obamacare,"And we are on pace to double our exports, one of the commitments I made when I was president.",2,0,628,spending bipartisan obamacare,1
jobs economy job,That's creating tens of thousands of jobs all across the country.,2,0,629,jobs economy job,1
jobs economy job,"That's why we've kept on pushing trade deals, but trade deals that make sure that American workers and American businesses are getting a good deal.",2,0,630,jobs economy job,1
obama president congressman,"Now, Governor Romney talked about China, as I already indicated.",2,0,631,obama president congressman,1
jobs economy job,"In the private sector, Governor Romney's company invested in what were called pioneers of outsourcing.",2,0,632,jobs economy job,1
sen pass agree,That's not my phrase.,2,0,633,sen pass agree,0
obama obamacare administration,That's what reporters called it.,2,0,634,obama obamacare administration,0
president obama legislation,"And as far as currency manipulation, the currency has actually gone up eleven percent since I've been president because we have pushed them hard.",2,0,635,president obama legislation,0
syria obama war,And we've put unprecedented trade pressure on China.,2,0,636,syria obama war,0
president obama legislation,That's why exports have significantly increased under my presidency.,2,0,637,president obama legislation,1
jobs economy job,That's going to help to create jobs here.,2,0,638,jobs economy job,1
jobs economy job,"Candy, there are some jobs that are not going to come back.",2,0,639,jobs economy job,1
workers obamacare jobs,"Because they are low wage, low skill jobs.",2,0,640,workers obamacare jobs,0
workers obamacare jobs,"I want high wage, high skill jobs.",2,0,641,workers obamacare jobs,1
jobs economy job,That's why we have to emphasize manufacturing.,2,0,642,jobs economy job,1
jobs economy job,That's why we have to invest in advanced manufacturing.,2,0,643,jobs economy job,1
syria war obama,That's why we've got to make sure that we've got the best science and research in the world.,2,0,644,syria war obama,1
spending bipartisan obamacare,"And when we talk about deficits, if we're adding to our deficit for tax cuts for folks who don't need them, and we're cutting investments in research and science that will create the next Apple, create the next new innovation that will sell products around the world, we will lose that race.",2,0,645,spending bipartisan obamacare,0
education students school,If we're not training engineers to make sure that they are equipped here in this country.,2,0,646,education students school,2
businesses business economic,Then companies won't come here.,2,0,647,businesses business economic,0
jobs economy job,"Those investments are what's going to help to make sure that we continue to lead this world economy, not just next year, but ten years from now, fifty years from now, one hundred years from now.",2,0,648,jobs economy job,1
jobs economy job,"Barry, I think a lot of this campaign, maybe over the last four years, has been devoted to this nation that I think government creates jobs, that that somehow is the answer.",2,0,649,jobs economy job,1
sen pass agree,That's not what I believe.,2,0,650,sen pass agree,2
businesses business economic,I believe that the free enterprise system is the greatest engine of prosperity the world's ever known.,2,0,651,businesses business economic,1
workers obamacare jobs,I believe in self reliance and individual initiative and risk takers being rewarded.,2,0,652,workers obamacare jobs,2
workers obamacare jobs,"But I also believe that everybody should have a fair shot and everybody should do their fair share and everybody should play by the same rules, because that's how our economy's grown.",2,0,653,workers obamacare jobs,1
workers obamacare jobs,That's how we built the world's greatest middle class.,2,0,654,workers obamacare jobs,2
vote voted republicans,And and that is part of what's at stake in this election.,2,0,655,vote voted republicans,1
president obama legislation,There's a fundamentally different vision about how we move our country forward.,2,0,656,president obama legislation,1
obama president congressman,I believe Governor Romney is a good man.,2,0,657,obama president congressman,1
congratulations congrats happy,"Loves his family, cares about his faith.",2,0,658,congratulations congrats happy,1
obama president congressman,"But I also believe that when he said behind closed doors that forty seven percent of the country considered themselves victims who refuse personal responsibility, think about who he was talking about.",2,0,659,obama president congressman,1
obamacare healthcare seniors,Folks on Social Security who've worked all their lives.,2,0,660,obamacare healthcare seniors,1
veterans honored military,Veterans who've sacrificed for this country.,2,0,661,veterans honored military,1
education students school,"Students who are out there trying to hopefully advance their own dreams, but also this country's drea Miss Soldiers who are overseas fighting for us right now.",2,0,662,education students school,0
workers obamacare jobs,"People who are working hard every day, paying payroll tax, gas taxes, but don't make enough income.",2,0,663,workers obamacare jobs,2
syria war obama,And I want to fight for them.,2,0,664,syria war obama,0
president obama legislation,That's what I've been doing for the last four years.,2,0,665,president obama legislation,0
president obama legislation,"Because if they succeed, I believe the country succeeds.",2,0,666,president obama legislation,1
veterans honored military,When my grandfather fought in World War II and he came back and he got a G.,2,0,667,veterans honored military,1
sen pass agree,I.,2,0,668,sen pass agree,1
education students school,"Bill and that allowed him to go to college, that wasn't a handout.",2,0,669,education students school,0
president obama legislation,That was something that advanced the entire country.,2,0,670,president obama legislation,1
education students school,And I want to make sure that the next generation has those same opportunities.,2,0,671,education students school,1
vote voted republicans,That's why I'm asking for your vote and that's why I'm asking for another four years.,2,0,672,vote voted republicans,0
president obama legislation,"Well, my first job as commander in chief, Bob, is to keep the American people safe.",2,0,673,president obama legislation,1
president obama legislation,And that's what we've done over the last four years.,2,0,674,president obama legislation,0
veterans honored military,"We ended the war in Iraq, refocused our attention on those who actually killed us on nine/eleven.",2,0,675,veterans honored military,1
obama obamacare administration,"And as a consequence, Al Qaeda's core leadership has been decimated.",2,0,676,obama obamacare administration,0
syria war obama,"In addition, we're now able to transition out of Afghanistan in a responsible way, making sure that Afghans take responsibility for their own security.",2,0,677,syria war obama,2
syria obama war,And that allows us also to rebuild alliances and make friends around the world to combat future threats.,2,0,678,syria obama war,1
obama obamacare administration,"Now with respect to Libya, as I indicated in the last debate, when we received that phone call, I immediately made sure that, number one, that we did everything we could to secure those Americans who were still in harm's way; number two, that we would investigate exactly what happened, and number three, most importantly, that we would go after those who killed Americans and we would bring them to justice.",2,0,679,obama obamacare administration,1
president obama legislation,And that's exactly what we're going to do.,2,0,680,president obama legislation,0
obama obamacare administration,But I think it's important to step back and think about what happened in Libya.,2,0,681,obama obamacare administration,1
syria war obama,"Keep in mind that I and Americans took leadership in organizing an international coalition that made sure that we were able to, without putting troops on the ground at the cost of less than what we spent in two weeks in Iraq, liberate a country that had been under the yoke of dictatorship for forty years.",2,0,682,syria war obama,1
obama obamacare administration,"Got rid of a despot who had killed Americans and as a consequence, despite this tragedy, you had tens of thousands of Libyans after the events in Benghazi marching and saying America is our friend.",2,0,683,obama obamacare administration,0
sen pass agree,We stand with them.,2,0,684,sen pass agree,1
vote voted republicans,Now that represents the opportunity we have to take advantage of.,2,0,685,vote voted republicans,1
syria war obama,"And, you know, Governor Romney, I'm glad that you agree that we have been successful in going after Al Qaida, but I have to tell you that, you know, your strategy previously has been one that has been all over the map and is not designed to keep Americans safe or to build on the opportunities that exist in the Middle East.",2,0,686,syria war obama,0
obama president congressman,"Governor Romney, I'm glad that you recognize that Al Qaida is a threat, because a few months ago when you were asked what's the biggest geopolitical threat facing America, you said Russia, not Al Qaida; you said Russia, in the one thousand nine hundred eightys, they're now calling to ask for their foreign policy back because, you know, the Cold War's been over for twenty years.",2,0,687,obama president congressman,0
obama president congressman,"But Governor, when it comes to our foreign policy, you seem to want to import the foreign policies of the one thousand nine hundred eightys, just like the social policies of the one thousand nine hundred fiftys and the economic policies of the one thousand nine hundred twentys.",2,0,688,obama president congressman,0
syria war obama,You say that you're not interested in duplicating what happened in Iraq.,2,0,689,syria war obama,0
syria war obama,"But just a few weeks ago, you said you think we should have more troops in Iraq right now.",2,0,690,syria war obama,0
syria war obama,"And the the challenge we have I know you haven't been in a position to actually execute foreign policy but every time you've offered an opinion, you've been wrong.",2,0,691,syria war obama,0
syria war obama,"You said we should have gone into Iraq, despite that fact that there were no weapons of mass destruction.",2,0,692,syria war obama,0
syria war obama,You said that we should still have troops in Iraq to this day.,2,0,693,syria war obama,0
syria obama war,"You indicated that we shouldn't be passing nuclear treaties with Russia despite the fact that seventy one senators, Democrats and Republicans, voted for it.",2,0,694,syria obama war,0
syria war obama,"You said that, first, we should not have a timeline in Afghanistan.",2,0,695,syria war obama,0
president obama legislation,Then you said we should.,2,0,696,president obama legislation,0
syria war obama,"Now you say maybe or it depends, which means not only were you wrong, but you were also confusing in sending mixed messages both to our troops and our allies.",2,0,697,syria war obama,1
syria war obama,"So, what what we need to do with respect to the Middle East is strong, steady leadership, not wrong and reckless leadership that is all over the map.",2,0,698,syria war obama,2
obama president congressman,"And unfortunately, that's the kind of opinions that you've offered throughout this campaign, and it is not a recipe for American strength, or keeping America safe over the long haul.",2,0,699,obama president congressman,0
syria war obama,What I would not have had done was left ten thousand troops in Iraq that would tie us down.,2,0,700,syria war obama,2
syria war obama,And that certainly would not help us in the Middle East.,2,0,701,syria war obama,0
sen pass agree,Governor|,2,0,702,sen pass agree,1
sen pass agree,Governor?,2,0,703,sen pass agree,1
syria war obama,This was just a few weeks ago that you indicated that we should still have troops in Iraq.,2,0,704,syria war obama,0
sen pass agree,You you|,2,0,705,sen pass agree,1
sen pass agree,major speech.,2,0,706,sen pass agree,1
sen pass agree,Governor?,2,0,707,sen pass agree,1
obama president congressman,Governor here here's here's one thing|,2,0,708,obama president congressman,1
president obama legislation,here's one thing I've learned as commander in chief.,2,0,709,president obama legislation,1
syria war obama,"You've got to be clear, both to our allies and our enemies, about where you stand and what you mean.",2,0,710,syria war obama,0
syria war obama,You just gave a speech a few weeks ago in which you said we should still have troops in Iraq.,2,0,711,syria war obama,0
syria war obama,That is not a recipe for making sure that we are taking advantage of the opportunities and meeting the challenges of the Middle East.,2,0,712,syria war obama,2
syria war obama,"Now, it is absolutely true that we cannot just meet these challenges militarily.",2,0,713,syria war obama,0
president obama legislation,"And so what I've done throughout my presidency and will continue to do is, number one, make sure that these countries are supporting our counterterrorism efforts.",2,0,714,president obama legislation,1
syria obama war,"Number two, make sure that they are standing by our interests in Israel's security, because it is a true friend and our greatest ally in the region.",2,0,715,syria obama war,2
syria obama war,"Number three, we do have to make sure that we're protecting religious minorities and women because these countries can't develop unless all the population, not just half of it, is developing.",2,0,716,syria obama war,2
jobs economy job,"Number four, we do have to develop their economic their economic capabilities.",2,0,717,jobs economy job,1
syria war obama,"But number five, the other thing that we have to do is recognize that we can't continue to do nation building in these regions.",2,0,718,syria war obama,2
president obama legislation,Part of American leadership is making sure that we're doing nation building here at home.,2,0,719,president obama legislation,1
president obama legislation,That will help us maintain the kind of American leadership that we need.,2,0,720,president obama legislation,1
syria war obama,"What we've done is organize the international community, saying Assad has to go.",2,0,721,syria war obama,0
syria obama war,We've mobilized sanctions against that government.,2,0,722,syria obama war,0
syria war obama,We have made sure that they are isolated.,2,0,723,syria war obama,1
syria war obama,"We have provided humanitarian assistance and we are helping the opposition organize, and we're particularly interested in making sure that we're mobilizing the moderate forces inside of Syria.",2,0,724,syria war obama,2
syria war obama,"But ultimately, Syrians are going to have to determine their own future.",2,0,725,syria war obama,2
syria war obama,"And so everything we're doing, we're doing in consultation with our partners in the region, including Israel which obviously has a huge interest in seeing what happens in Syria; coordinating with Turkey and other countries in the region that have a great interest in this.",2,0,726,syria war obama,1
syria war obama,"This what we're seeing taking place in Syria is heartbreaking, and that's why we are going to do everything we can to make sure that we are helping the opposition.",2,0,727,syria war obama,0
syria war obama,"But we also have to recognize that, you know, for us to get more entangled militarily in Syria is a serious step, and we have to do so making absolutely certain that we know who we are helping; that we're not putting arms in the hands of folks who eventually could turn them against us or allies in the region.",2,0,728,syria war obama,1
syria war obama,And I am confident that Assad's days are numbered.,2,0,729,syria war obama,2
syria war obama,"But what we can't do is to simply suggest that, as Governor Romney at times has suggested, that giving heavy weapons, for example, to the Syrian opposition is a simple proposition that would lead us to be safer over the long term.",2,0,730,syria war obama,0
vote voted republicans,We are playing the leadership role.,2,0,731,vote voted republicans,1
syria war obama,We organized the Friends of Syria.,2,0,732,syria war obama,0
syria war obama,"We are mobilizing humanitarian support, and support for the opposition.",2,0,733,syria war obama,2
syria obama war,And we are making sure that those we help are those who will be friends of ours in the long term and friends of our allies in the region over the long term.,2,0,734,syria obama war,1
obama obamacare administration,But going back to Libya because this is an example of how we make choices.,2,0,735,obama obamacare administration,1
obama obamacare administration,"When we went in to Libya, and we were able to immediately stop the massacre there, because of the unique circumstances and the coalition that we had helped to organize.",2,0,736,obama obamacare administration,1
syria war obama,We also had to make sure that Moammar Gadhafi didn't stay there.,2,0,737,syria war obama,2
obama obamacare administration,"And to the governor's credit, you supported us going into Libya and the coalition that we organized.",2,0,738,obama obamacare administration,1
obama obamacare administration,"But when it came time to making sure that Gadhafi did not stay in power, that he was captured, Governor, your suggestion was that this was mission creep, that this was mission muddle.",2,0,739,obama obamacare administration,0
syria war obama,Imagine if we had pulled out at that point.,2,0,740,syria war obama,0
obama obamacare administration,"You know, Moammar Gadhafi had more American blood on his hands than any individual other than Osama bin Laden.",2,0,741,obama obamacare administration,0
jobs economy job,And so we were going to make sure that we finished the job.,2,0,742,jobs economy job,1
obama obamacare administration,That's part of the reason why the Libyans stand with us.,2,0,743,obama obamacare administration,0
syria war obama,"But we did so in a careful, thoughtful way, making certain that we knew who we were dealing with, that those forces of moderation on the ground were ones that we could work with, and we have to take the same kind of steady, thoughtful leadership when it comes to Syria.",2,0,744,syria war obama,1
president obama legislation,That's exactly what we're doing.,2,0,745,president obama legislation,0
sen pass agree,"Well, I'll I'll be very quick.",2,0,746,sen pass agree,2
obama president congressman,What you just heard Governor Romney said is he doesn't have different ideas.,2,0,747,obama president congressman,1
syria war obama,And that's because we're doing exactly what we should be doing to try to promote a moderate Syrian leadership and a an effective transition so that we get Assad out.,2,0,748,syria war obama,2
syria war obama,That's the kind of leadership we've shown.,2,0,749,syria war obama,2
syria war obama,That's the kind of leadership we'll continue to show.,2,0,750,syria war obama,2
sen pass agree,Right.,2,0,751,sen pass agree,1
vote voted republicans,"No, I don't, because I think that America has to stand with democracy.",2,0,752,vote voted republicans,1
syria war obama,"The notion that we would have tanks run over those young people who were in Tahrir Square, that is not the kind of American leadership that John F.",2,0,753,syria war obama,0
obama president congressman,Kennedy talked about fifty years ago.,2,0,754,obama president congressman,1
vote voted republicans,"But what I've also said is that now that you have a democratically elected government in Egypt, that they have to make sure that they take responsibility for protecting religious minorities.",2,0,755,vote voted republicans,0
syria obama war,"And we have put significant pressure on them to make sure they're doing that; to recognize the rights of women, which is critical throughout the region.",2,0,756,syria obama war,2
education students school,These countries can't develop if young women are not given the kind of education that they need.,2,0,757,education students school,0
syria obama war,They have to abide by their treaty with Israel.,2,0,758,syria obama war,0
syria obama war,"That is a red line for us, because not only is Israel's security at stake, but our security is at stake if that unravels.",2,0,759,syria obama war,2
syria war obama,They have to make sure that they're cooperating with us when it comes to counterterrorism.,2,0,760,syria war obama,0
education students school,"And we will help them with respect to developing their own economy, because ultimately what's going to make the Egyptian revolution successful for the people of Egypt, but also for the world, is if those young people who gathered there are seeing opportunities.",2,0,761,education students school,1
education students school,Their aspirations are similar to young people's here.,2,0,762,education students school,1
education students school,"They want jobs, they want to be able to make sure their kids are going to a good school.",2,0,763,education students school,1
education students school,They want to make sure that they have a roof over their heads and that they have the prospects of a better life in the future.,2,0,764,education students school,0
syria war obama,"And so one of the things that we've been doing is, is, for example, organizing entrepreneurship conferences with these Egyptians to give them a sense of how they can start rebuilding their economy in a way that's noncorrupt, that's transparent.",2,0,765,syria war obama,2
syria war obama,"But what is also important for us to understand is, is that for America to be successful in this region there's some things that we're going to have to do here at home as well.",2,0,766,syria war obama,2
energy obama obamacare,"You know, one of the challenges over the last decade is we've done experiments in nation building in places like Iraq and Afghanistan and we've neglected, for example, developing our own economy, our own energy sectors, our own education system.",2,0,767,energy obama obamacare,0
syria war obama,And it's very hard for us to project leadership around the world when we're not doing what we need to do|,2,0,768,syria war obama,2
vote voted republicans,America remains the one indispensable nation.,2,0,769,vote voted republicans,1
president obama legislation,"And the world needs a strong America, and it is stronger now than when I came into office.",2,0,770,president obama legislation,1
syria war obama,"Because we ended the war in Iraq, we were able to refocus our attention on not only the terrorist threat, but also beginning a transition process in Afghanistan.",2,0,771,syria war obama,1
syria obama war,It also allowed us to refocus on alliances and relationships that had been neglected for a decade.,2,0,772,syria obama war,1
syria obama war,"And Governor Romney, our alliances have never been stronger, in Asia, in Europe, in Africa, with Israel, where we have unprecedented military and intelligence cooperation, including dealing with the Iranian threat.",2,0,773,syria obama war,0
syria war obama,"But what we also have been able to do is position ourselves so we can start rebuilding America, and that's what my plan does.",2,0,774,syria war obama,1
jobs economy job,"Making sure that we're bringing manufacturing back to our shores so that we're creating jobs here, as we've done with the auto industry, not rewarding companies that are shipping jobs overseas.",2,0,775,jobs economy job,1
education students school,"Making sure that we've got the best education system in the world, including retraining our workers for the jobs of tomorrow.",2,0,776,education students school,1
energy obama obamacare,Doing everything we can to control our own energy.,2,0,777,energy obama obamacare,2
energy obama obamacare,We've cut our oil imports to the lowest level in two decades because we've developed oil and natural gas.,2,0,778,energy obama obamacare,2
energy obama obamacare,But we also have to develop clean energy technologies that will allow us to cut our exports in half by two thousand twenty.,2,0,779,energy obama obamacare,2
syria war obama,That's the kind of leadership that we need to show.,2,0,780,syria war obama,2
spending bipartisan obamacare,And we've got to make sure that we reduce our deficit.,2,0,781,spending bipartisan obamacare,1
obama president congressman,"Unfortunately, Governor Romney's plan doesn't do it.",2,0,782,obama president congressman,0
